GEU;GESTION EUROPEA DE CARCAS SA;CAMPO DE CRIPTANA, CIUDAD REAL;Spain
GEW;SUEZ WATER TECHNOLOGIES & SOLUTIONS (UK) LIMITED PARTNERSHIP;PETERBOROUGH;United Kingdom
GFC;GULF FIRST CONTAINER LINE (UK) LTD;DUBAI;United Arab Emirates
GFR;COSIARMA SPA;GENOA;Italy
GFX;GULF FLUOR L.L.C;Abu Dhabi;United Arab Emirates
GFZ;GEOMAR;KIEL;Germany
GGB;GLOBUS GROUP BV;Rotterdam;Netherlands
GGC;CARGOSHELL BV;ROTTERDAM;Netherlands
GGE;GESAN GRUPOS ELECTROGENOS;MUEL;Spain
GGG;GLOBAL GASES;DUBAI;United Arab Emirates
GGI;INTERNATIONAL GOLDEN GROUP PJSC;ABU DHABI;United Arab Emirates
GGM;JSC TAIMYR OIL COMPANY;KRASNOYARSK;Russian Federation
GGO;G2 OCEAN AS;Bergen;Norway
GGR;GUANGGANG GASES (HONGKONG) COMPANY LTD;HONG KONG;Hong Kong, China
GGS;SEACOR ISLAND LINES, LLC;FT LAUDERDALE, FL 33316;United States
GHB;GRIEPE CONTAINER GMBH;BREMEN;Germany
GHC;GHC GERLING, HOLZ&CO.GmbH;HAMBURG;Germany
GHM;GUANGDONG HYUNDAI CONTAINER CO.,LTD.;jiangmen;China
GHT;GREEN REVOLUTION COOLING;Austin, TX 78758;United States
GIN;GAS INNOVATIONS;LA PORTE, TX 77571;United States
GIP;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
GIT;GIEZENDANNER TRANSPORT AG;ROTHRIST;Switzerland
GIV;ROLLER CHEMICAL SRL;Fornovo s. giovanni;Italy
GJS;GUANGDONG PLACTICS EXCHANGE CO,LTD;GUANGZHOU GUANGDONG;China
GKL;LASLAND SP Z.O.O;Cerkwica;Poland
GKR;GRUZOVAYA KORPORATSIYA;Ulyanovsk;Russian Federation
GLA;GASPRO LATINOAMERICA S.A;PANAMA;Panama
GLB;LANXESS CORPORATION;EL DORADO;United States
GLD;TOUAX GROUP;LA DEFENSE;France
GLK;LANXESS CORPORATION;EL DORADO;United States
GLL;GLOBAL CONTAINER LOGISTICS,LLC;MOSCOW;Russian Federation
GLM;GOODRICH LOGISTICS FZE;Sharjah;United Arab Emirates
GLO;GLOBAL OCEAN LINK LITHUANIA UAB;VILNIUS;Lithuania
GLP;LLC PROLEASINGGROUP;MOSCOW;Russian Federation
GLQ;GLOBAL EQUIPMENT  LOGISTICS LTD;GRAYS, WEST THURROCK;United Kingdom
GLR;LLC EAST GLOBAL LOGISTICS;Moscow;Russian Federation
GLS;GLOBAL SECURE SHIPPING, INC.;Old Town, Maine 04468;United States
GLT;GLT TRADING LLC;Houston;United States
GLU;GLOBELINK UNIMAR LOJISTIK A.S.;ISTANBUL;Turkey
GLX;GLOBAL LOGISTICS SOLUTIONS INDIA PVT LTD;CHENNAI, TAMIL NADU;India
GMC;PEACOCK CONTAINER PTE. LTD.;SINGAPORE;Singapore
GMD;GEMADEPT CORPORATION;HO CHI MINH;Vietnam
GMG;GMT SHIPPING (HK) LTD;HONG-KONG;Hong Kong, China
GML;MARITIME GLOBAL LINE LTD;Limassol;Cyprus
GMM;CALORIE FLUOR;BUC;France
GMO;GOLD STAR LINE LTD;Kowloon, Hong Kong;Hong Kong, China
GMT;GAZ METRO TRANSPORT  SOLUTIONS;Boucherville, QC J4B 5H3;Canada
GMX;QINGDAO GREATMICRO SUPPLY CHAIN CO.,LTD;QINGDAO;China
GNC;NIPPON CONCEPT CORPORATION;CHIYODA-KU - TOKYO;Japan
GNF;GLOBAL NUCLEAR FUELS;WILMINGTON, NC 28402;United States
GNI;VALE NOUVELLE-CALEDONIE;NOUMEA CCEDEX;New Caledonia
GNR;GENERON IGS, INC.;Houston, TX 77086;United States
GNS;SAMSKIP MCL BV;ROTTERDAM;Netherlands
GNT;GENESIS CHEMICAL TANK CONTAINERS LLC;DUBAI;United Arab Emirates
GOA;PHOENIX INTERNATIONAL SRL;GENOVA;Italy
GOJ;SOCOMAT SAS;BOULOGNE;France
GOK;GOKBIL NAKLIYAT DEP.LOJ.SAN.VE DIS TIC.A.S.;KOZYATAGI /KADIKOY / ISTANBUL;Turkey
GOR;TTES. J. GORGORI, S.L;TARRAGONA;Spain
GPC;EBS GPG ARIA FZE;Dubai;United Arab Emirates
GPD;PETROLESPORT JSC;St. Petersburg;Russian Federation
GPF;PRIVATE ENTERPRISE FIRMA GLORIA;ZAPOROHYE;Ukraine
GPL;MANAGEMENT CONTROL & MAINTENANCE S.A.;GENEVE;Switzerland
GPM;"LLC ""GAZPROMTRANS""";Moscow;Russian Federation
GPV;BALTPLUS-REGION;ST PETERSBURG;Russian Federation
GRB;GOODRICH MARITIME PRIVATE LIMITED;GOVANDI, MUMBAI;India
GRC;BORCHARD LINES LTD;LONDON;United Kingdom
GRD;TOUAX GROUP;LA DEFENSE;France
GRE;M.A. GRENDI DAL 1828 S.P.A.;OPERA (MI);Italy
GRF;GATEWAY RAIL FREIGHT LIMITED;NEW DEHLI;India
GRI;MAERSK A/S;Copenhagen;Denmark
GRL;GRUBER GMBH  & CO.KG;LUDWIGSHAFEN/  RHEIN;Germany
GRM;GOODRICH MARITIME PRIVATE LIMITED;GOVANDI, MUMBAI;India
GRO;BOX2HOME;Paris;France
GRP;TRISTAR ENGINNERING CONSULTING LOGISTIC SA;CHIASSO;Switzerland
GRS;GREEN SEA TRANSPORT LLC;Nakhodka, Primorskiy region;Russian Federation
GRT;HULDA MARITIME INTERNATIONAL CONTAINER;KOWLOON;Hong Kong, China
GRU;GRUBER GMBH  & CO.KG;LUDWIGSHAFEN/  RHEIN;Germany
GRW;GRW ENGINEERING (PTY) LTD;Worcester;South Africa
GRX;GOODRICH MARITIME PRIVATE LIMITED;GOVANDI, MUMBAI;India
GSC;GSM TANK CONTAINER CANARIAS, S.L.;LAS PALMAS;Spain
GSI;SPINELLI S.R.L;GENOVA;Italy
GSK;GESTION DE SERVICIOS MARITIMOS AEREOS Y TERRESTRES, S.A;BARCELONA;Spain
GSL;GOLD STAR LINE LTD;Kowloon, Hong Kong;Hong Kong, China
GSM;AIR LIQUIDE HEALTHCARE ESPAÑA, S.L.;MADRID;Spain
GSO;GLOBE OPUS SHIPPING LINE (UK) LTD;SURREY CRO 3PS;United Kingdom
GSP;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
GSR;GOLDEN SOMERSET ROCK LTD;London;United Kingdom
GSS;G2 OCEAN AS;Bergen;Norway
GST;SEACO SRL;BRIDGETOWN;Barbados
GTA;GALLIKER TRANSPORT AG;ALTISHOFEN;Switzerland
GTC;GLOBAL TRADE CONTAINERS, LLC;Charlotte;United States
GTF;GT LOGISTICS (HK) CO., LIMITED;HONG KONG;China
GTH;GETRON TRANSPORT B.V.;Spijkenisse;Netherlands
GTI;MSC- MEDITERRANEAN SHIPPING COMPANY S.A.;GENEVE;Switzerland
GTL;GTL AGENCIES (S) PTE.LTD;Singapore;Singapore
GTM;GTM MANUFACTURING LLC;AMARILLO, TX 79103;United States
GTP;GTS SPA;GENOVA;Italy
GTR;GENTENAAR TRANSPORT BV;KLUNDERT;Netherlands
GTS;SHANGHAI GRAND SHIPPING AGENCY CO LIMITED;Shanghai;China
GTT;GETRAS SRL;Fiumicino;Italy
GUR;CORAL TANKS PRIVATE LIMITED;Singapore;Singapore
GUT;UES INTERNATIONAL (HK)  HOLDINGS LIMITED;SHANGHAI;China
GVC;UES INTERNATIONAL (HK)  HOLDINGS LIMITED;SHANGHAI;China
GVD;UES INTERNATIONAL (HK)  HOLDINGS LIMITED;SHANGHAI;China
GVT;GRAND VIEW CONTAINER TRADING (HK) CO LTD;SHANGHAI;China
GWD;GRILLO-WERKE AG;DUISBURG;Germany
GWG;GRIMM & WULFF ANLAGEN UND SYSTEMBAU GMBH;Seevetal;Germany
GWI;GLORY WELL INDUSTRIES LIMITED;SAN PO KONG , KOWLOON;Hong Kong, China
GWL;GREENWAY LOGISTICS LIMITED;HONG KONG;Hong Kong, China
GZC;GAZCORP S.A.;Espargo;Portugal
GZE;GAZECHIM FROID;Béziers;France
GZG;INFRAPRO LLC;Moscow;Russian Federation
HAA;SAMAT INTERNATIONAL AB;HELSINGBORG;Sweden
HAC;HAIAN TRANSPORT & STEVEDORING JSC;Hanoi;Vietnam
HAG;HERRENKNECHT AG;Schwanau;Germany
HAK;CARU CONTAINERS BV;ROTTERDAM;Netherlands
HAL;HEUNG-A LINE CO LTD;SEOUL;Korea, Republic of
HAM;HAPAG LLOYD A.G;HAMBURG;Germany
HAN;HCT HANSA CONTAINER TRADING GMBH;Hamburg;Germany
HAP;H.A.P. FOODS HOLLAND B.V.;H.I. AMBACHT;Netherlands
HAR;HARBOUR RENTAL & SERVICES BV;Rotterdam;Netherlands
HAS;MAERSK A/S;Copenhagen;Denmark
HAT;HOST RAIL LTD;Obl Kaliningradskaia;Russian Federation
HAU;HAULDER S.A.;MONTEVIDEO;Uruguay
HAY;SUPER HAYS MARINE SHIPPING L.L.C;DUBAI;United Arab Emirates
HAZ;"""HAZAR LOGISTIK""";Mary;Turkmenistan
HBB;HABIBA INTERNATIONAL GROUP LIMITED;Kowloon, Hong Kong;Hong Kong, China
HBG;HABAS SINAI VE TIBBI GAZLAR;SOGANLIK -KARTAL-ISTAMBUL;Turkey
HBL;SHANGHAI BAILIN INTERNATIONAL TRANSPORTATION CO.LTD;SHANGHAI;China
HBN;HALLIBURTON;Houston, TX 77032-3219;United States
HBO;CANGZHOU HUIBANG ELECTRICAL & MECHANICAL PRODUCTS MAKING CO., LTD.;Cangzhou, Hebei Province;China
HBS;HANBAO CONTAIINER SHIPPING & TRADING GMBH;HAMBURG;Germany
HBT;HANBAO CONTAIINER SHIPPING & TRADING GMBH;HAMBURG;Germany
HBW;HAL CHEMICALS FZE;Jebel Ali - Dubai;United Arab Emirates
HCB;CULINA GROUP;Warrington;United Kingdom
HCC;HCCR HAMBURGER CONTAINER & CHASSIS REPARATUR GmbH;HAMBURG;Germany
HCD;CONTAINERDIENST HAEMMERLE GMBH;BLUDENZ;Austria
HCG;HOUSTON CONTAINER CONNECTION;HOUSTON, TX-77013;United States
HCH;HENGCHENG INTERNATIONAL SUPPLY CHAIN CO., LTD;Qingdao;China
HCI;TEXTAINER EQUIPMENT MANAGEMENT LTD;HAMILTON, HM HX;Bermuda
HCO;CONICAL GMBH;HAMBURG;Germany
HCR;SAF;Singapore;Singapore
HCS;HACON CONTAINERS B.V;Rotterdam;Netherlands
HCT;HAMILTON CONTAINER TERMINAL;Hamilton;Canada
HCV;HONG CHUN ELECTRIC & MACHINERY CO LTD;MIAO-LI;Taiwan, China
HCZ;HARDING CONTAINERS INTERNATIONAL INC.;LONG BEACH, CA 90810;United States
HDF;HUADONG FERRY CO LTD;SEOUL;Korea, Republic of
HDG;HYUNDAI GLOVIS;Seoul;Korea, Republic of
HDH;FOSHAN MEIZONG HOUSING TECHNOLOGY CO., LTD.;Foshan City;China
HDI;MCM INDUSTRIAL B.V.;Roosendaal;Netherlands
HDM;HMM CO., LTD.;SEOUL;Korea, Republic of
HDP;HIMDILING PRO LTD;Moscow;Russian Federation
HEI;HE24 ME GAZ S.A.;Istanbul;Turkey
HEM;TEMPUS LINK LTD;GABROVO;Bulgaria
HER;HERC RENTALS;PACHECO, CA 94553;United States
HES;HUTCHINSON EQUIPMENT SERVICES;SAN FRANCISCO CA 94127;United States
HEX;HAN EXPRESS;SEOUL;Korea, Republic of
HEY;MERCONLOG GMBH;Hamburg;Germany
HFA;DERIVADOS DEL FLUOR SA;ONTON-CASTRO URDIALES;Spain
HFC;SPEDITION RHEINLAND H.FREUND GMBH&CO. KG;Kerpen;Germany
HFD;DO-FLUORIDE NEW MATERIALS Co., Ltd.;Jiaozuo;China
HFL;PETRO-CANADA LUBRICANTS INC.;Mississauga;Canada
HFX;MAGHREB CONTAINER INTERNATIONAL S.L;MADRID;Spain
HGA;HYBAS INTERNATIONAL LLC;HOUSTON, TX 77084;United States
HGB;HOYER GLOBAL TRANSPORT;BOTLEK-ROTTERDAM;Netherlands
HGC;THE GAS COMPANY LLC D.B.A. HAWAII GAS;Honolulu, HI 96813;United States
HGD;HANGZHOU GREENDA ELECTRONIC MATERIALS CO., LTD.;HANGZHOU, 310051;China
HGF;HOYER GLOBAL TRANSPORT;BOTLEK-ROTTERDAM;Netherlands
HGH;HOYER GLOBAL TRANSPORT;BOTLEK-ROTTERDAM;Netherlands
HGL;JF HILLEBRAND LIMITED;DUBLIN 18;Ireland
HGT;HOYER GLOBAL TRANSPORT;BOTLEK-ROTTERDAM;Netherlands
HHA;HENRI HARSCH HH SA;CAROUGE GENEVE;Switzerland
HHM;H.HENRIKSEN AS;TONSBERG;Norway
HHR;HIMOINSA;San Javier, Murcia;Spain
HHX;HK HONORTRANS DEVELOPMENT LIMITED;QINGDAO;China
HIB;HOYER GMBH;HAMBURG;Germany
HIC;HAESAERTS INTERMODAL NV;ZWIJNDRECHT;Belgium
HIL;HILLSTONE HOLDING B.V.;Galder;Netherlands
HIM;BASELL POLIOLEFINE ITALIA  SRL;MILANO;Italy
HIT;LLC SPECTRANSGARANT;MOSCOW;Russian Federation
HJL;HONGJI (HK) CONTAINER DEVELLOPPEMENT LIMITED;Wanchai;Hong Kong, China
HJM;SEACO SRL;BRIDGETOWN;Barbados
HKH;HONG-KUANG HI TECH, CORP;TAOYUAN CITY;Taiwan, China
HKN;HUBERT KLAESENER JR. FLUESSIGKEISTRANSPORTE GMBH & CO KG;MARL;Germany
HKT;KLAESER INT FACHSPEDITION & FAHRZEUGBAU GMBH;HERTEN;Germany
HLB;HAPAG LLOYD A.G;HAMBURG;Germany
HLC;HAPAG LLOYD A.G;HAMBURG;Germany
HLE;SHIHLIEN FINE CHEMICALS CO. LTD.;Taoyuan County;Taiwan, China
HLG;HAEFELI AG;LENZBURG;Switzerland
HLH;HEUNG-A LINE CO LTD;SEOUL;Korea, Republic of
HLJ;HONDURAS LOGISTICS AND SHIPPING COMPANY;San Pedro Sula;Honduras
HLM;LANFER TRANSPORTE GMBH & CO. KG;Meppen;Germany
HLS;HLS CONTAINER BREMEN;BREMEN;Germany
HLT;TRANS DISTANCE LINE LTD;HONG KONG;Hong Kong, China
HLU;HAESAERTS LUXEMBOURG  S.A.R.L.;LIVANGE;Luxembourg
HLX;HAPAG LLOYD A.G;HAMBURG;Germany
HMC;EVERGREEN MARINE (UK) LIMITED;LONDON;United Kingdom
HMD;HUBEI HAILI MEIDA AUTOMOBILE CO., LTD.;Zaoyang City;China
HME;HPCL-MITTAL ENERGY LIMITED;Bathinda;India
HMH;OEG OFFSHORE GROUP LIMITED;Singapore;Singapore
HMJ;OASIS LEASING AND RENTAL PTE LTD;Singapore;Singapore
HMK;WEC LINES BV;ROTTERDAM;Netherlands
HMM;HMM CO., LTD.;SEOUL;Korea, Republic of
HMP;HOYER GMBH;HAMBURG;Germany
HMR;HYUNDAI MOTORSPORT GMBH;ALZENAU;Germany
HMS;MED LOGISTICS (MALTA) LTD;Bugibba, St.Paul's Bay;Malta
HNK;HONEYTAK INTERMODAL LIMITED;Yantai;China
HNL;VAN OORD SHIP MANAGEMENT;ROTTERDAM;Netherlands
HNP;SEACO SRL;BRIDGETOWN;Barbados
HNS;TRITON CONTAINER INTERNATIONAL LTD;HAMILTON HM 10,;Bermuda
HOB;BURG SERVICE BV;Moerdijk;Netherlands
HOF;HOFER TANKTRANSPORTE AG;ROTHRIST;Switzerland
HOL;HOLCIM (SCHWEIZ) AG;ZURICH;Switzerland
HON;HONTAS BOX SAS;talence;France
HOP;HARI ORGOCHEM PVT LTD;VADODARA;India
HOT;HOYER GLOBAL TRANSPORT;BOTLEK-ROTTERDAM;Netherlands
HOU;HARDING CONTAINERS INTERNATIONAL INC.;LONG BEACH, CA 90810;United States
HOY;HOYER GMBH;HAMBURG;Germany
HPA;HIDROJEN PEROKSIT AS;BANDIRMA / BALIKESIR;Turkey
HPC;HUIZHOU SINGAMAS ENERGY EQUIPMENT CO,LTD.;XINXU;China
HPE;BECKER MARINE SYSTEMS GMBH & CO;HAMBURG;Germany
HPF;H & P FREIGHTWAYS LIMITED;Hull;United Kingdom
HPG;TIANJIN SINO-PEAK INTERNATIONAL TRADE CO LTD;BINHAI NEW DISTRICT, TIANJIN 300460;China
HPI;CMC MATERIALS ITALIA SRL;SAN GIULIANO MILANESE;Italy
HPJ;HUAI'AN PORT LOGISTICS GROUP CO.,LTD.;HUAI'AN;China
HPP;HOA PHAT CONTAINER PRODUCTION JSC.;Vũng Tàu;Vietnam
HRC;GEFCO FORWARDING (NETHERLANDS) BV;Barendrecht;Netherlands
HRL;KARNAPHULI LIMITED;Dhaka;Bangladesh
HRZ;MATSON NAVIGATION COMPANY, INC;OAKLAND, CA 94610;United States
HSC;H&S CONTAINER GMBH;BREMEN;Germany
HSD;HS SHIPPING CO.,LTD;SEOUL;Korea, Republic of
HSI;HOYER GLOBAL TRANSPORT;BOTLEK-ROTTERDAM;Netherlands
HSS;HS SHIPPING CO.,LTD;SEOUL;Korea, Republic of
HST;MACS MARITIME CARRIER SHIPPING GMBH & CO;HAMBURG;Germany
HSV;CR CONTAINER TRADING GMBH;Hamburg;Germany
HTC;HALDOR TOPSOE A/S;Kgs. Lynbgy;Denmark
HTG;ASIA PACIFIC GAS ENTERPRISE CO., LTD;Hong Kong.;Hong Kong, China
HTL;SHENZHEN HUITAI STEEL MANUFACTURE CO., LTD.;Shen'zhen;China
HTR;HARDY TANK LTD;Saint-Petersburg;Russian Federation
HTS;HTS LLC;MOSCOW;Russian Federation
HTU;KIECA TRANS;Janowiec Wlkp;Poland
HTX;JINGMEN HONGTU SPECIAL AIRCRAFT MANUFACTURING CO LTD;Jingmen;China
HUK;HUKTRA NV;ZEEBRUGGE;Belgium
HUN;UNICON INTERNATIONAL CORP.;Yixing City;China
HVL;HARINERA VILAFRANQUINA S.A.;BARCELONA;Spain
HVR;HYDRAUVISION RENTAL B.V.;SCHOONDIJKE;Netherlands
HWH;HELLEMAN WAREHOUSING;NUMANSDORP;Netherlands
HWI;HEALDWORKS INC;DEL NORTE, CO 81132;United States
HXK;HEFEI XINKE ELECTRONIC MATERIAL CO., LTD;Hefei;China
HYD;XINJIANG HONGYUNDA FREIGHT INTERNATIONAL CO., LTD.;URUMQI;China
HYJ;NINGBO HAIYANJIA CONTAINER CO. LTD;Ningbo;China
HZF;HANGZHOU FINE FLUOROTECH CO., LTD;Hangzhou;China
HZI;HITACHI ZOSEN INOVA BIOMETHAN GMBH;Zeven;Germany
HZK;HZ KONTEJNERY S.R.O.;Praha;Czech Republic
IAA;INTERASIA LINES SINGAPORE PTE.LTD;Singapore;Singapore
IAC;I.A.C.C. INTERNATIONAL  ASSOCIATED;CAIRO;Egypt
IAP;HOLIDAY ON ICE PRODUCTIONS BV;UTRECHT;Netherlands
IBC;DEN HARTOGH DRY BULK LOGISTICS LTD;Hull, HU3 4AE;United Kingdom
IBF;DEN HARTOGH DRY BULK LOGISTICS LTD;Hull, HU3 4AE;United Kingdom
IBK;INTERBULK,INC;JACKSON , MS 39236;United States
IBL;INBULK TECHNOLOGIES LTD;Stockton on Tees TS18 3HR;United Kingdom
IBM;JSC INFOTECH-BALTIKA-M;MOSCOW;Russian Federation
IBT;DEN HARTOGH GLOBAL BV;ROTTERDAM;Netherlands
IBX;INNOVATION THRU ENERGY CO.,LTD;Tokyo;Japan
ICA;ICON INTERNATIONAL CONTAINER SERVICE (AMERICA) LLC;Boynton Beach;United States
ICB;INTERNATIONAL CONTAINER POOL PTE LTD;Singapore;Singapore
ICD;ICON INT. CONTAINER SERVICE GMBH;HAMBURG;Germany
ICK;INFINITY LOGISTICS & TRANSPORT SDN BHD;Klang;Malaysia
ICL;EXSIF WORLDWIDE;PURCHASE, NY 10577;United States
ICO;ICON INT. CONTAINER SERVICE GMBH;HAMBURG;Germany
ICR;RESOURCE OVERSEAS GENERAL TRADING L.L.C.;Dubai;United Arab Emirates
ICS;TRITON CONTAINER INTERNATIONAL LTD;HAMILTON HM 10,;Bermuda
ICT;TANKSPAN LEASING LIMITED;SURREY GU8 6BQ;United Kingdom
ICU;INDEPENDENT CONTAINER LINE LTD;GLEN ALLEN, VA 23060;United States
IDC;PT INDOCEMENT TUNGGAL PRAKARSA TBK;BOGOR;Indonesia
IDG;DINGES LOGISTICS;Grünstadt;Germany
IDL;INDOSOL CHEMIE;Mumbai;India
IDS;SWIRE OILFIELD SERVICES LTD;Aberdeen, AB12 3GX;United Kingdom
IDT;ODYSSEY FOODTRANS;Irvine, CA 92614;United States
IEA;SEACO SRL;BRIDGETOWN;Barbados
IEC;MARIANAS GAS CORPORATION DBA ISLAND EQUIPMENT CO;TAMUNING;Guam
IFD;INTERNATIONAL FREIGHT DRONE INC.;WOODBURY;United States
IFF;DEN HARTOGH DRY BULK LOGISTICS LTD;Hull, HU3 4AE;United Kingdom
IFL;NRS OCEAN LOGISTICS LTD.;London EC3R 8DE;United Kingdom
IFM;INFINITI MARINE PTE LTD;Singapore;Singapore
IFR;INFRABUILD;Mayfield;Australia
IFS;INTERFACE4SOLUTIONS;GENT;Belgium
IFT;LEIBNIZ INSTITUT FOR TROPOSPHERIC RESEARCH;LEIPZIG;Germany
IGE;ALPSANNA LIMITED;Dublin;Ireland
IGS;CDN CONTAINER DEPOT NUERNBERG GMBH;Nuernberg;Germany
IHH;INFRABUILD;Mayfield;Australia
IHO;INTERMODAL TANK TRANSPORT INC.;HOUSTON,TX 77064;United States
IHT;ITC HOLLAND TRANSPORT B.V;OSS;Netherlands
IIC;IWATANI CORPORATION;OSAKA;Japan
IIS;INTERTRADE INTERNATIONAL SERVICES;Lugano;Switzerland
IJC;IJ-CONTAINER APS;GENTOFTE;Denmark
IJS;IJSFABRIEK STROMBEEK NV;MEISE (EVERSEM);Belgium
IKK;SEACO SRL;BRIDGETOWN;Barbados
IKM;LLOYDS MARITIME & TRADING LIMITED;DUBAI;United Arab Emirates
IKS;TRITON CONTAINER INTERNATIONAL LTD;HAMILTON HM 10,;Bermuda
ILB;ILB INTERFREIGHT LOGISTICS BENELUX BV;Oss;Netherlands
ILC;TRANSAFE SERVICES LIMITED;Kolkata;India
ILF;ООО «IRKUTSK OIL COMPANY»;Irkutsk;Russian Federation
ILG;ILGINNOVATIVE LOGISTICS GROUP GMBH;LINZ;Austria
ILH;INTERLOGISTICS LLC;Moscow;Russian Federation
ILT;SOLVOCHEM HOLLAND BV;ROTTERDAM;Netherlands
ILU;INSTITUTE OF INT CONTAINER LESSORS (IICL);WASHIGTON, DC 20036;United States
IMB;OОО «AIR LIQUIDE»;Moscow;Russian Federation
IMD;MEDICAIR INDUSTRY S.R.L.;MILANO;Italy
IME;EJERCITO DE TIERRA - MINISTERO DE DEFENS;MADRID;Spain
IMI;SULLAIR ARGENTINA S.A.;BUENOS AIRES;Argentina
IMM;INDUSTRIAS MONFEL S.A. DE C.V.;SAN LUIS POTOSI, SLP;Mexico
IMP;IMPERIAL CHEMICAL TRANSPORT GMBH;DUISBURG;Germany
IMS;IMMOBILIARE STELLA SRL;NARNI SCALO (TR);Italy
IMT;ITALIA MARITTIMA S.P.A;TRIESTE TS;Italy
IMW;IMWATER TREATMENT PLANTS S.L;GIJON ASTURIAS;Spain
INB;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
INC;INNOVACION CONTENEDOR PTE LTD;Singapore;Singapore
IND;INDOX ENERGY SYSTEMS SL;ANGLESOLA;Spain
INF;INNOFREIGHT SPEDITIONS GMBH;BRUCK AN DER MUR;Austria
ING;TRIFLEET LEASING HOLDING B.V.;DORDRECHT;Netherlands
INI;INNOCENTI DEPOSITI SPA;LIMITO DI PIOLTELLO (MI);Italy
INK;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
INL;TRANSLINER PTE  LTD;Singapore;Singapore
INN;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
INO;INOX INDIA LTD.;VADODARA;India
INR;LOGITEX INVEST, LLC;Moscow;Russian Federation
INS;INSTANTA;ZORY;Poland
INT;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
INV;INGAS LLC;Mariupol;Ukraine
INX;INOX SHIPPING LINE PTE LTD;SINGAPORE;Singapore
IOB;BIOCOTECH AMERICAS INC;Sheridan;United States
IOL;INTECH ORGANIC LIMITED;RAJASTHAN;India
IOU;TRANS DISTANCE LINE LTD;HONG KONG;Hong Kong, China
IPF;INSTITUT POLAIRE FRANCAIS PAUL-EMILE VICTOR;PLOUZANE;France
IPG;INSTANT PRODUCTS GROUP PTY LTD;LANDSDALE;Australia
IPI;IRIS LINES, INC.;Olongapo;Philippines
IPM;IPM TECHNOLOGIES;Le Passage;France
IPO;INTERMODAL PARTNERSHIP OU;Tallinn - Harjumaa;Estonia
IPS;INTERMODAL SOLUTIONS GROUP PTY LTD;BELLA VISTA, NSW 2153;Australia
IPX;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
IRC;INTRUSCO LLC;Saint Petersburg;Russian Federation
IRI;IRS INTERNATIONAL;Laverton North;Australia
IRK;LTD IRTEK;Shelehov, Irkutskaya oblast;Russian Federation
IRN;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
ISC;STAR CONTAINER SPAIN S.A.;ALGECIRAS;Spain
ISD;ISRO DEPARTMENT OF SPACE GOVT OF INDIA;BANGALORE;India
ISI;ISI AUTOMOTIVE AUSTRIA GMBH;Vienna;Austria
ISL;INDUSTRIAL SOLVENTS & CHEMICALS PVT, LTD;Mumbai;India
ISM;INTERNATIONAL SOLUTIONS MANAGEMENT, LLC;Charlotte;United States
ISR;ISR INVESTMENTS LIMITED;NICOSIA;Cyprus
ISS;AMERICA S TANK CONTAINER SERVICE INC. (ATCOS INC);Roswell, GA. 30075;United States
IST;1ST CONTAINERS UK LTD;Rainham;United Kingdom
ITA;HAPAG LLOYD A.G;HAMBURG;Germany
ITC;INTERCONTAINER S.A.;ALFAFAR-VALENCIA;Spain
ITD;INTERMODALTRASPORTI SRL;FERENTINO (FR);Italy
ITE;MOVE INTERMODAL NV;Genk;Belgium
ITG;ITT ULUSLARARASIŞ TAŞ SAN.TIC LTD ŞTI.;KOCAELİ;Turkey
ITK;INTERTANK LTDA;RIO DE JANEIRO;Brazil
ITL;SEACO SRL;BRIDGETOWN;Barbados
ITQ;ITAC SPA;Ponticino;Italy
ITS;ISO TANK MANAGEMENT PTE LTD;SINGAPORE;Singapore
ITT;INTERMODAL TANK TRANSPORT INC.;HOUSTON,TX 77064;United States
ITX;INTERPORT MAINTENANCE CO INC;NEWARK, NJ 07105;United States
IVL;HAPAG LLOYD A.G;HAMBURG;Germany
IVT;INVICONT OU;Tallinn;Estonia
IWA;I-WAY TRANSPORT INC.;Etobicoke;Canada
IWG;IWS INTERNATIONALE WEIN UND SPIRITUOSEN TRANSPORTE GMBH;PRISDORF;Germany
IWL;IMPALA TERMINALS SWITZERLAND SARL;Geneva;Switzerland
IWR;IWS RUSSIA GMBH;PRISDORF;Germany
IWT;INTERNATIONAL WAREHOUSING AND TRANSPORT;ROTTERDAM-HOOGVLIET;Netherlands
IXM;IXOM OPERATIONS PTY LTD;East Melbourne;Australia
IXX;INDAIA LOGISTIK GMBH;BAD CAMBERG;Germany
IZO;IZOTOP ST PETERSBURG JSC;ST. PETERSBURG;Russian Federation
JAA;JORDAN BROMINE COMPANY LIMITED;AMMAN;Jordan
JAC;ALPHA SHIPPING AGENCY (PTY) LTD;DURBAN KZN;South Africa
